customer_id,age,gender,income,employment_type,tenure_months,segment,credit_limit,balances,utilization_rate,num_late_payments_3m,num_late_payments_12m,max_dpd,last_default_flag,txn_count,avg_ticket,category_spend_grocery,category_spend_fuel,category_spend_travel,intl_spend_pct,num_products,has_credit_card,has_auto_loan,has_mortgage,mobile_app_logins_30d,complaints_6m,nps_score,offer_click_rate,cpi,unemployment_rate,ramadan_flag,eid_flag
CUST_02710,23,Female,11678,Self-Employed,134,Mass,41227,39533,0.958887164,0,0,0,1,17,345,1579,399,1241,0.13,1,1,0,0,22,0,4,0.4,114.0058829,4.733470974,0,0
CUST_02711,20,Male,6864,Salaried,129,Affluent,24591,15431,0.627480481,0,1,0,0,20,182,526,64,4337,0.12,4,1,1,0,21,0,19,0.19,111.3130115,5.36045679,0,0
CUST_02712,33,Male,15467,Salaried,170,Affluent,4058,14326,3.529440749,0,0,0,0,21,164,448,971,3895,0.31,1,1,0,1,15,0,-64,0.23,114.2683569,8.080452894,0,0
CUST_02713,24,Male,3648,Self-Employed,232,Mass,42373,36248,0.855430217,0,0,0,0,25,308,1190,465,1561,0.39,1,1,1,0,18,0,43,0.51,102.0756821,7.410116195,0,0
CUST_02714,69,Female,17677,Salaried,93,Mass,13004,47118,3.623068051,0,2,0,0,20,179,304,468,3505,0.13,2,1,0,0,18,0,-85,0.13,102.5568718,4.834955312,0,0
CUST_02715,31,Female,17918,Salaried,183,Mass,1504,41001,27.24318937,0,0,0,0,26,125,1612,409,4885,0.21,4,1,0,0,10,1,-82,0.38,105.9705391,4.478947848,0,0
CUST_02716,26,Female,4381,Unemployed,177,Mass,32722,45075,1.377471503,0,1,0,0,16,280,846,275,4743,0.13,2,1,0,0,9,0,-16,0.46,109.7738658,5.698919909,0,0
CUST_02717,32,Female,18489,Salaried,99,Mass,3093,17423,5.631221719,0,1,0,0,23,35,284,314,3657,0.25,4,1,0,0,17,0,-67,0.11,108.1428055,3.757640427,0,0
CUST_02718,38,Female,13745,Self-Employed,99,HNI,6317,33414,5.288698955,0,0,0,0,15,308,153,181,2587,0.34,3,1,0,0,19,0,-62,0.1,96.40685757,7.545438676,0,0
CUST_02719,52,Female,7818,Self-Employed,30,Mass,49039,606,0.012357259,1,0,0,0,16,193,22,331,3614,0.15,4,1,0,0,21,0,-86,0.16,105.1531402,7.506984911,0,0
CUST_02720,19,Male,11886,Salaried,35,Mass,5563,10332,1.856937455,0,0,0,0,19,303,168,259,2729,0.15,2,0,0,0,11,0,48,0.36,106.5640782,3.521051762,0,0
CUST_02721,44,Male,2381,Self-Employed,63,Mass,20286,10129,0.499285257,0,0,15,0,11,330,815,704,1819,0.17,3,1,0,0,12,0,-30,0.09,103.2676217,5.290691162,0,0
CUST_02722,19,Male,6356,Salaried,231,Mass,13571,31821,2.344606543,1,1,0,0,21,151,1755,641,2624,0.08,3,0,0,0,8,0,80,0.18,110.8985794,9.357256293,0,0
CUST_02723,52,Male,7918,Salaried,150,Mass,42381,30558,0.721013638,0,3,0,0,15,495,1775,216,2187,0.24,2,0,0,1,13,0,-49,0.17,101.5887142,3.093224023,0,0
CUST_02724,35,Male,3316,Salaried,171,Mass,47028,5617,0.119436943,0,0,0,0,23,351,1915,260,3354,0.22,1,1,0,0,12,0,38,0.13,104.3845949,9.691589877,0,0
CUST_02725,31,Male,7454,Salaried,28,Mass,43180,25233,0.58435423,0,0,0,0,21,471,798,575,3056,0.02,1,0,0,0,19,0,76,0.24,111.6666096,3.734919899,0,0
CUST_02726,37,Male,15107,Self-Employed,146,Mass,41362,32575,0.787539589,1,1,0,0,22,415,310,601,3938,0.06,3,0,0,0,12,0,31,0.12,111.4375803,5.800815348,0,0
CUST_02727,35,Male,6074,Unemployed,32,Mass,39438,44952,1.139785492,0,2,0,0,24,384,888,28,3632,0.11,3,1,0,1,19,0,66,0.01,106.6676389,4.59316384,0,0
CUST_02728,27,Female,16811,Self-Employed,69,Affluent,10207,30745,3.011853448,0,1,0,0,16,111,1739,734,4158,0.26,1,1,0,0,18,0,-5,0.23,104.4276473,7.915522846,0,0
CUST_02729,42,Female,19290,Salaried,182,Mass,41252,33223,0.80534749,0,0,0,0,18,283,406,658,2212,0.11,2,1,1,0,11,0,-10,0.11,102.936956,7.464020761,0,0
CUST_02730,19,Female,9621,Self-Employed,162,Affluent,24188,21580,0.892141056,0,1,0,0,25,341,778,641,1292,0.14,3,1,0,1,10,0,58,0.17,107.8432156,8.815505943,0,0
CUST_02731,42,Female,19046,Salaried,159,Mass,12301,45407,3.691025849,0,3,15,0,20,63,807,447,3543,0.09,2,1,0,1,11,0,55,0.42,95.36975311,7.613391126,0,0
CUST_02732,50,Female,18126,Salaried,110,Affluent,43769,26613,0.608019191,0,1,15,0,19,452,982,569,3167,0.2,2,0,0,0,19,0,-11,0.14,114.5007986,9.323991914,0,0
CUST_02733,53,Female,10654,Salaried,97,Mass,38010,922,0.024256136,0,1,0,0,14,227,932,531,1221,0.18,2,0,0,0,11,0,83,0.11,105.2612585,5.021247829,0,0
CUST_02734,48,Female,14872,Salaried,132,Affluent,44196,4057,0.091793561,0,2,0,0,30,48,1364,580,158,0.05,3,1,0,0,13,0,75,0.34,99.24892533,4.974602939,0,0
CUST_02735,31,Male,19326,Salaried,142,Affluent,16158,14638,0.905872888,1,0,30,0,23,391,894,17,3797,0.32,1,1,0,0,11,0,17,0.26,98.05571353,8.334341233,0,1
CUST_02736,18,Male,16951,Salaried,15,Affluent,47012,49478,1.052432306,0,0,0,0,19,261,264,459,1502,0.33,2,0,0,0,12,0,49,0.07,110.5801504,8.659406619,0,0
CUST_02737,63,Female,10349,Salaried,188,Affluent,2002,32890,16.42036945,0,5,0,0,19,20,1879,816,1395,0.04,4,0,0,0,18,0,-34,0.09,103.3966175,4.950885152,0,1
CUST_02738,33,Male,19710,Salaried,20,Mass,34904,43185,1.237215299,1,0,0,0,15,52,126,889,2097,0.04,4,1,0,0,18,0,-86,0.25,116.0102193,7.352460619,0,0
CUST_02739,63,Male,12909,Unemployed,20,Mass,35077,46381,1.322224756,1,0,30,0,12,299,1263,710,4119,0.18,1,1,0,0,9,0,-19,0.16,101.9232755,4.333098666,0,0
CUST_02740,69,Male,12760,Unemployed,177,Mass,8958,21511,2.401049224,0,1,0,0,16,144,1990,951,2461,0.18,2,0,0,1,12,0,64,0.12,106.8733757,9.877499299,0,0
CUST_02741,20,Male,13584,Self-Employed,99,Mass,21757,40961,1.882571928,0,0,15,0,13,491,657,399,4174,0.08,3,1,0,0,13,0,-83,0.32,115.0976592,5.268918891,0,0
CUST_02742,52,Male,4106,Salaried,68,Mass,32908,17553,0.533379926,0,1,0,0,25,33,389,318,1487,0.1,2,1,1,0,17,0,3,0.24,104.5814999,8.777527636,0,1
CUST_02743,58,Female,15669,Self-Employed,18,Mass,36089,43555,1.206844001,0,1,15,0,23,485,1429,899,2246,0.09,4,1,1,0,11,0,-9,0.25,105.944282,7.88670115,0,0
CUST_02744,23,Male,4938,Self-Employed,152,Mass,37213,46679,1.254339765,0,4,0,1,17,490,599,896,2018,0.16,2,1,0,0,17,1,-68,0.36,110.3479361,3.275827674,0,0
CUST_02745,42,Female,4483,Self-Employed,155,Mass,37758,23009,0.609364655,0,0,15,0,21,363,1826,226,3444,0.22,1,0,1,0,18,0,52,0.1,107.3260047,9.954704834,0,0
CUST_02746,30,Female,3375,Salaried,33,Mass,21491,1065,0.049553322,0,2,0,0,15,237,1183,398,4851,0.11,1,1,0,0,19,0,-50,0.2,100.301928,6.180420775,0,0
CUST_02747,51,Female,12015,Salaried,125,Mass,25876,18058,0.697839781,0,1,0,0,25,404,872,627,4585,0.16,4,1,0,1,18,1,-53,0.38,104.4746289,3.880028198,0,0
CUST_02748,25,Male,18628,Salaried,64,Mass,21304,2618,0.122881953,1,1,0,0,20,429,145,396,3366,0.09,2,1,1,0,19,0,-88,0.25,102.5735557,7.666358178,0,0
CUST_02749,38,Female,17060,Salaried,153,Mass,16597,23219,1.398903482,0,3,0,0,24,75,895,831,4360,0.14,2,1,0,0,19,0,-50,0.15,105.5823023,5.438891109,0,0
CUST_02750,51,Female,18863,Salaried,69,HNI,45651,22748,0.498291422,1,1,0,0,17,310,1045,512,442,0.2,1,1,0,0,19,0,73,0.26,103.0684526,6.369407352,0,0
CUST_02751,21,Female,12654,Self-Employed,146,Affluent,35294,2096,0.059385182,0,0,0,0,22,11,1444,87,1208,0.1,4,1,1,0,13,0,52,0.24,113.6739034,5.718580582,1,0
CUST_02752,42,Female,16253,Self-Employed,45,Mass,29515,33719,1.142397344,0,3,0,0,18,29,501,8,4124,0.34,3,0,1,0,13,0,-47,0.38,107.888088,3.961172907,0,0
CUST_02753,32,Male,13565,Salaried,110,Mass,23232,7621,0.328024792,0,0,15,0,18,367,1821,811,3525,0.27,2,1,0,0,12,0,-53,0.19,104.3227558,7.23023903,0,0
CUST_02754,21,Female,2087,Salaried,20,Mass,49706,49903,1.003943107,0,0,0,0,18,64,1568,79,281,0.43,2,1,0,0,15,0,37,0.14,104.4610334,6.337758531,1,0
CUST_02755,62,Female,11432,Self-Employed,35,Mass,22750,17023,0.748230847,1,1,0,0,15,174,380,419,4999,0.07,1,0,1,0,15,0,-88,0.12,104.203047,5.074299446,0,0
CUST_02756,29,Female,10764,Salaried,134,Mass,31445,18249,0.580328182,0,0,90,0,24,72,1580,620,3920,0.18,1,1,0,0,11,0,-71,0.23,110.6911771,5.80252215,0,0
CUST_02757,49,Female,2178,Salaried,91,Affluent,7974,8118,1.017931034,0,0,0,0,17,209,1574,192,3771,0.03,3,1,0,0,23,0,-14,0.1,110.8698416,3.210015654,0,0
CUST_02758,49,Male,18546,Self-Employed,220,HNI,43100,19122,0.4436556,0,1,0,1,21,299,1366,290,4710,0.26,3,1,0,0,15,0,-45,0.16,102.6411115,9.260009031,0,0
CUST_02759,45,Female,4640,Salaried,203,Affluent,35082,27864,0.794230824,0,1,0,0,22,426,833,977,918,0.1,2,1,0,0,18,0,-43,0.18,97.1551311,8.399873956,0,0
CUST_02760,30,Female,11197,Self-Employed,9,Mass,11041,13795,1.249320775,0,2,30,0,23,144,264,292,513,0.16,3,1,1,1,16,1,29,0.09,101.7028098,3.097944707,0,0
CUST_02761,48,Female,4421,Self-Employed,180,Mass,13007,39450,3.032749077,0,0,0,0,21,14,1365,672,4269,0.13,4,1,0,0,12,0,93,0.08,102.4026373,4.540324268,0,0
CUST_02762,31,Female,12947,Self-Employed,156,Mass,7647,23166,3.029027197,0,1,0,0,20,233,380,526,903,0.03,1,1,0,0,18,1,85,0.16,98.73913582,9.123358982,0,0
CUST_02763,37,Female,3217,Salaried,19,Mass,13215,21811,1.650348063,1,1,15,0,22,205,1596,860,811,0.06,4,1,0,1,14,1,-61,0.11,109.4625258,6.182660026,0,0
CUST_02764,35,Female,4474,Salaried,103,Mass,4736,34719,7.329322356,0,0,30,0,18,454,512,323,4196,0.05,1,1,0,0,20,0,32,0.19,99.57280588,5.289068652,0,0
CUST_02765,46,Male,2929,Salaried,85,Mass,47523,12587,0.264855652,0,2,0,0,29,270,1076,9,2097,0.03,4,1,0,1,14,0,-19,0.43,102.6352006,8.395893849,0,0
CUST_02766,23,Female,9958,Salaried,63,Affluent,23996,38787,1.616327041,1,0,0,0,16,477,1225,553,2488,0.21,2,0,0,1,16,0,10,0.11,110.2174558,3.294621034,1,0
CUST_02767,49,Male,3502,Salaried,95,Affluent,48129,16943,0.352025764,0,1,15,0,20,10,351,14,4971,0.12,4,1,0,0,13,0,-81,0.13,102.7129118,9.346008676,0,0
CUST_02768,46,Male,2420,Self-Employed,234,Mass,37521,15713,0.418767656,0,1,0,0,21,81,685,821,3073,0.19,3,1,1,0,21,0,-67,0.36,102.3862315,3.001306006,1,0
CUST_02769,60,Female,15580,Unemployed,135,Affluent,49756,8975,0.18037663,0,0,0,0,20,181,902,556,2144,0.17,1,1,0,1,12,1,49,0.18,100.6183657,9.957764498,0,0
CUST_02770,19,Male,17840,Self-Employed,37,Mass,15725,36539,2.323477044,0,0,0,0,18,142,73,730,2531,0.06,1,1,0,0,8,0,84,0.33,104.0056513,9.692415106,0,0
CUST_02771,40,Female,7830,Salaried,89,Mass,8361,6958,0.832097584,0,0,15,0,17,81,1067,546,4948,0.06,1,0,0,0,13,0,-23,0.13,110.3044147,5.215749836,0,0
CUST_02772,36,Male,19833,Self-Employed,92,Mass,34476,26442,0.76694608,0,1,0,0,14,245,1262,628,2801,0.19,2,1,0,0,11,0,46,0.24,102.2122517,6.202907425,0,0
CUST_02773,48,Female,7811,Salaried,36,Mass,14028,12814,0.913393685,0,0,30,0,17,276,684,137,1068,0.17,1,1,1,0,12,0,-85,0.2,113.3827981,4.423021738,0,0
CUST_02774,68,Male,10619,Salaried,17,Mass,46610,6647,0.142605823,0,2,15,0,26,297,1231,909,128,0.21,2,1,0,0,11,0,39,0.05,105.1777641,9.543693578,0,0
CUST_02775,22,Male,15527,Self-Employed,90,Mass,13066,25701,1.96686309,0,1,0,0,15,321,771,979,2646,0.14,4,0,0,0,11,0,-71,0.37,111.0653622,4.000096877,0,0
CUST_02776,36,Female,18223,Salaried,92,HNI,3495,27229,7.788615561,0,0,0,0,19,29,1656,227,3700,0.17,3,0,1,0,15,0,57,0.21,95.72231736,5.914061794,0,0
CUST_02777,51,Male,2106,Salaried,165,Mass,8142,13495,1.657251627,1,2,0,0,17,450,555,127,4002,0.22,2,1,1,0,16,0,-15,0.16,101.9969191,6.323552965,0,0
CUST_02778,27,Male,6049,Self-Employed,209,Affluent,37588,8079,0.2149299,0,1,60,0,25,264,1508,475,203,0.16,2,1,0,0,17,0,83,0.24,111.452796,8.866278129,0,0
CUST_02779,42,Male,10289,Salaried,188,Mass,2406,13976,5.806398006,0,2,0,0,16,176,530,503,2994,0.11,2,1,0,0,18,0,-92,0.39,113.3166862,6.691287559,0,0
CUST_02780,19,Male,3903,Unemployed,49,Mass,44708,15679,0.350690018,0,2,0,0,20,429,1088,77,296,0.18,1,1,0,1,5,0,-40,0.13,107.8722278,7.006323812,0,0
CUST_02781,28,Male,13493,Salaried,81,Mass,4679,12891,2.754487179,0,0,15,0,22,196,1816,35,1337,0.06,1,0,0,0,11,0,14,0.1,106.9171306,9.576067758,0,0
CUST_02782,67,Female,7376,Self-Employed,225,Mass,26667,31501,1.181228439,0,1,15,0,12,495,18,272,3853,0.15,3,1,0,0,12,0,-54,0.41,106.3298309,3.882558599,1,0
CUST_02783,48,Male,2042,Salaried,184,Mass,35407,29153,0.823345007,0,1,15,1,28,292,383,624,3976,0.31,1,1,0,1,8,0,-44,0.31,100.3447923,4.786948031,0,0
CUST_02784,32,Male,3577,Salaried,34,Mass,49659,30967,0.623580346,0,1,0,0,19,47,831,149,4245,0.15,2,0,0,0,10,1,17,0.11,122.7363147,8.334793958,0,0
CUST_02785,26,Female,14382,Salaried,215,Affluent,45193,9283,0.205403372,0,1,0,0,25,366,1710,81,4954,0.17,2,1,1,0,13,0,-30,0.22,111.0577596,9.48410806,0,0
CUST_02786,40,Female,7885,Self-Employed,158,Mass,4145,11533,2.781717318,0,1,0,0,25,224,346,392,1464,0.18,4,1,0,0,16,0,98,0.05,109.9164425,7.069071029,0,0
CUST_02787,36,Female,10576,Self-Employed,155,Mass,24214,34511,1.425190997,0,1,0,0,20,37,665,499,3143,0.17,1,1,1,0,21,0,-42,0.4,107.0334717,8.282083244,0,0
CUST_02788,26,Male,15106,Self-Employed,179,Mass,10346,3982,0.384845849,0,0,0,0,19,181,866,688,2908,0.09,2,1,0,0,8,0,-30,0.06,110.0622511,6.742490821,0,0
CUST_02789,52,Male,13663,Unemployed,137,Affluent,9170,30412,3.316105114,0,1,0,0,21,338,1526,177,3607,0.13,2,0,0,0,23,0,-41,0.25,111.3077638,9.216338768,0,0
CUST_02790,38,Male,5577,Self-Employed,20,Mass,45663,34448,0.754379818,0,1,0,0,19,205,939,361,3060,0.18,3,1,0,0,13,0,-75,0.22,109.2014869,7.329838481,0,0
CUST_02791,26,Male,18142,Salaried,215,Mass,12619,16475,1.305467512,0,1,0,0,14,59,850,54,4279,0.1,4,0,1,0,11,0,37,0.11,104.496757,4.359242473,0,0
CUST_02792,45,Female,7244,Self-Employed,175,Mass,12389,36787,2.969087974,1,0,0,0,17,137,1615,393,835,0.09,3,1,0,0,13,0,-30,0.11,101.510761,4.168569196,0,0
CUST_02793,63,Female,4134,Salaried,147,Mass,35282,5769,0.163506505,0,2,0,1,13,156,1051,16,877,0.07,3,1,1,0,12,0,75,0.3,104.5927715,4.080726581,0,0
CUST_02794,68,Male,5892,Salaried,229,Affluent,24009,42478,1.769179509,0,2,30,0,16,194,1461,194,1465,0.17,4,0,0,0,14,0,29,0.27,105.3924967,6.126922316,0,0
CUST_02795,24,Male,6321,Salaried,237,Mass,18511,25015,1.351285653,1,0,0,0,22,335,1332,940,1133,0.08,1,0,1,0,10,0,-19,0.39,109.7550525,7.381067534,0,0
CUST_02796,33,Male,7776,Salaried,68,Affluent,21608,26361,1.219908372,0,1,0,0,12,417,430,281,3910,0.31,2,1,0,0,14,0,-64,0.35,108.4762372,4.813839017,1,0
CUST_02797,33,Male,12584,Self-Employed,77,Mass,26486,41398,1.562955412,0,2,30,1,19,34,1352,586,1120,0.17,1,1,0,1,12,0,-94,0.14,102.4167948,7.32741929,0,0
CUST_02798,50,Female,18119,Salaried,102,Mass,49030,39542,0.806469377,0,3,0,0,20,271,621,525,1923,0.1,3,1,0,0,14,0,69,0.15,104.7892777,8.743717966,0,0
CUST_02799,21,Female,7828,Self-Employed,140,HNI,40793,5316,0.130313281,0,1,0,0,14,470,1447,460,156,0.27,4,1,0,0,13,0,-98,0.03,100.8671372,8.363999403,0,0
CUST_02800,21,Male,2295,Unemployed,125,Mass,24472,21858,0.89314755,1,1,0,0,12,309,241,588,419,0.09,3,0,1,0,10,0,2,0.03,100.9155857,8.578951886,0,0
CUST_02801,56,Female,2413,Salaried,73,Affluent,42632,40149,0.941735275,0,1,15,0,27,325,1201,480,3535,0.1,3,1,0,0,14,0,11,0.62,104.5894605,4.865827073,0,0
CUST_02802,57,Male,12187,Self-Employed,207,Mass,38744,42090,1.08633372,0,1,60,0,18,381,16,529,2637,0.22,1,0,1,1,10,0,77,0.39,111.3400599,6.825912777,0,0
CUST_02803,34,Male,16316,Self-Employed,213,Mass,7718,8820,1.142635056,0,3,0,0,16,175,960,138,3094,0.15,1,1,0,0,12,0,-48,0.08,99.78786785,5.144039293,0,0
CUST_02804,54,Female,8668,Salaried,79,Mass,43561,19400,0.445342271,0,2,0,0,16,174,1487,300,3712,0.12,2,0,0,0,9,0,25,0.22,103.1847998,8.499385173,0,0
CUST_02805,56,Male,17344,Self-Employed,113,Affluent,41396,39843,0.962461048,0,1,0,0,29,353,346,1,3537,0.29,1,0,0,1,11,0,-55,0.33,105.6305497,6.645982391,0,0
CUST_02806,69,Female,10195,Salaried,133,Affluent,39057,3080,0.078857084,0,1,0,0,15,224,896,989,2085,0.21,2,1,0,0,10,0,78,0.13,110.1729021,9.314837076,0,0
CUST_02807,46,Male,18561,Salaried,197,Mass,26957,37005,1.372690852,0,2,30,0,23,325,1461,591,1118,0.22,4,1,1,0,12,0,4,0.15,98.86075145,4.293507081,0,0
CUST_02808,69,Female,6354,Salaried,25,Mass,48352,30229,0.625173205,0,1,0,0,21,125,1222,280,4740,0.13,1,1,0,0,7,1,24,0.03,108.6336441,7.598772466,0,1
CUST_02809,53,Male,7482,Salaried,216,Mass,20068,44815,2.233045991,0,3,0,0,16,308,1560,994,4879,0.4,2,0,0,0,12,0,29,0.08,105.9120459,8.522785955,0,0
CUST_02810,55,Female,18076,Salaried,101,Mass,9118,36520,4.00482509,0,0,0,0,17,426,480,6,666,0.26,3,1,0,0,15,0,43,0.2,101.30565,3.595390657,0,0
CUST_02811,56,Male,17376,Salaried,31,Mass,19429,48834,2.513329902,1,2,0,0,26,429,963,766,1300,0.19,2,0,0,0,13,0,64,0.49,103.4887786,9.736441246,0,0
CUST_02812,67,Male,5271,Salaried,174,Mass,34583,11357,0.32838885,0,1,0,0,18,259,1051,397,1824,0.24,2,1,0,0,19,0,-67,0.22,105.6226827,9.044164339,0,0
CUST_02813,54,Female,12674,Self-Employed,34,Affluent,39757,31644,0.795915287,1,0,0,0,21,227,166,573,1010,0.16,3,1,0,0,10,0,22,0.12,105.7902976,8.92648359,0,0
CUST_02814,69,Male,7392,Self-Employed,169,Affluent,41970,25280,0.60232065,0,2,0,0,23,451,1430,824,1432,0.15,2,1,1,0,17,0,63,0.25,99.95572282,5.98080972,0,0
CUST_02815,52,Female,18673,Salaried,206,Affluent,41900,42325,1.01011909,0,1,15,1,24,36,348,883,2054,0.05,1,0,1,0,10,0,-91,0.06,111.2200665,3.749696641,0,0
CUST_02816,24,Female,16309,Salaried,219,Affluent,39133,14623,0.373664844,0,1,0,0,26,491,1438,501,4485,0.29,1,1,0,0,17,1,39,0.17,110.7650324,4.089857806,0,0
CUST_02817,44,Male,18791,Salaried,239,Mass,26731,40627,1.519789017,1,2,0,0,13,67,882,720,4873,0.03,4,0,0,0,15,0,54,0.17,108.2558767,8.249735947,0,0
CUST_02818,45,Male,2693,Self-Employed,68,Affluent,28750,14233,0.495043651,1,2,0,0,21,238,1252,415,400,0.1,2,1,0,0,23,0,77,0.14,106.3757356,7.23056968,0,0
CUST_02819,39,Male,3169,Salaried,215,Mass,39390,15262,0.38744891,1,0,0,0,26,33,1082,854,4407,0.37,4,0,0,1,10,0,21,0.07,105.4300185,4.383707378,1,0
CUST_02820,31,Male,10623,Salaried,122,HNI,36037,1555,0.043148898,0,0,0,0,14,35,455,842,128,0.13,3,0,0,0,11,0,71,0.06,100.5236285,7.544864681,0,0
CUST_02821,24,Female,9782,Salaried,166,Mass,6871,46931,6.829307334,0,1,0,0,22,15,237,627,1995,0.12,1,1,0,0,17,1,-81,0.08,102.124214,6.705038759,0,0
CUST_02822,54,Male,15856,Self-Employed,46,Mass,44117,37828,0.857427807,0,1,30,0,18,229,1748,455,383,0.15,3,1,0,0,13,0,42,0.16,106.7641445,9.428714409,0,0
CUST_02823,39,Male,11174,Salaried,69,Affluent,48431,20011,0.413177238,0,2,0,0,22,320,1217,355,1325,0.32,4,1,1,0,18,0,30,0.09,99.10621606,6.425225847,1,0
CUST_02824,22,Male,13352,Salaried,27,Affluent,22093,20465,0.926269575,0,1,0,0,21,263,1367,396,2816,0.31,3,1,0,0,20,1,25,0.11,104.4979829,4.989181058,0,0
CUST_02825,19,Female,7530,Self-Employed,171,Affluent,13577,5819,0.428560907,0,1,0,0,12,271,1281,510,633,0.09,4,1,0,0,18,0,-5,0.26,103.0621003,3.988418012,0,0
CUST_02826,44,Male,6992,Self-Employed,206,Affluent,12299,34785,2.82804878,1,0,0,0,23,129,27,509,1162,0.12,4,0,0,0,14,0,39,0.06,105.2867327,8.339578591,0,0
CUST_02827,38,Female,5312,Self-Employed,199,Mass,41855,38493,0.919653096,0,1,0,0,18,49,657,101,1488,0.03,3,0,1,1,17,0,-95,0.16,108.8359254,6.952836751,0,0
CUST_02828,55,Male,15065,Salaried,238,Affluent,28222,27582,0.977288027,0,1,0,0,32,394,1973,322,1769,0.17,4,1,0,0,14,1,92,0.08,104.7807897,3.401967594,0,0
CUST_02829,32,Female,6318,Self-Employed,45,Affluent,17711,34572,1.951897019,1,0,0,1,18,456,1915,208,4072,0.37,3,1,0,1,15,1,96,0.14,107.8344579,6.462128818,0,0
CUST_02830,38,Male,16059,Salaried,18,Affluent,41096,16006,0.389468818,1,2,60,0,19,178,1433,986,2469,0.32,1,1,0,0,15,1,-5,0.12,99.96941823,7.626639816,0,0
CUST_02831,27,Male,3688,Salaried,32,Mass,40599,8861,0.218251232,0,0,0,0,19,99,8,697,837,0.07,1,1,0,0,17,0,-25,0.33,112.7076151,7.938484045,0,1
CUST_02832,40,Female,2467,Salaried,2,Mass,12282,47614,3.876414557,1,0,0,0,23,61,500,488,1761,0.19,2,0,0,0,20,0,9,0.05,104.2254732,4.144671263,0,0
CUST_02833,56,Male,11537,Salaried,169,Mass,19888,38676,1.944592488,0,0,0,0,24,375,881,210,4497,0.18,3,1,0,0,11,0,-50,0.03,104.9220196,7.421785497,0,0
CUST_02834,22,Male,4422,Salaried,235,Mass,21544,49951,2.318449756,2,4,0,0,22,320,550,283,1907,0.16,1,1,1,0,17,0,-77,0.29,99.68345542,4.645498088,1,0
CUST_02835,18,Male,16604,Salaried,20,HNI,47759,16516,0.345812395,0,1,0,0,20,235,330,797,687,0.19,2,1,0,0,11,0,-24,0.18,107.4650193,3.411364035,0,0
CUST_02836,30,Female,6721,Salaried,221,Mass,17675,6492,0.367277665,0,1,0,0,23,354,1270,744,3291,0.19,1,1,0,0,17,0,-25,0.45,100.1398554,9.596386677,0,0
CUST_02837,38,Male,11203,Salaried,186,Mass,45352,25122,0.553921461,0,0,0,0,21,115,180,705,2248,0.05,1,0,0,0,18,0,4,0.13,101.2687718,9.760609743,0,0
CUST_02838,43,Female,9541,Self-Employed,235,HNI,29952,22062,0.736553934,0,0,0,0,30,259,1252,371,1945,0.23,4,0,0,0,18,0,-89,0.23,108.4036741,4.432190196,0,0
CUST_02839,67,Female,11869,Salaried,218,Mass,22610,29677,1.312502764,1,1,0,0,21,490,901,780,1600,0.04,4,0,1,1,16,0,53,0.43,97.2049109,4.1964458,0,0
CUST_02840,62,Female,16785,Unemployed,38,Mass,47931,29834,0.622423433,0,0,15,0,35,427,1828,464,3634,0.02,2,1,0,0,11,0,-91,0.32,110.3845144,4.919642133,0,0
CUST_02841,38,Male,15679,Salaried,1,Mass,38747,23788,0.613915557,0,2,0,0,18,166,1144,497,4028,0.09,4,1,0,0,13,0,-78,0.01,106.4568362,3.447163863,0,0
CUST_02842,35,Female,14542,Salaried,197,Mass,12100,24841,2.052805553,0,0,0,0,34,382,372,81,4595,0.23,1,1,0,0,7,0,41,0.15,103.308793,4.679961167,0,0
CUST_02843,54,Female,19870,Salaried,182,Mass,24604,10409,0.423044097,0,1,0,0,20,258,1758,929,137,0.24,2,1,0,0,11,0,-22,0.23,106.7522636,4.051628052,0,0
CUST_02844,62,Male,16461,Self-Employed,142,Affluent,47872,1239,0.025880977,0,2,0,0,14,414,1735,74,3519,0.14,2,1,0,1,14,0,-75,0.31,113.6572124,8.539044809,0,0
CUST_02845,49,Female,13038,Self-Employed,153,Mass,29097,49268,1.693174789,0,2,0,0,26,389,174,441,1218,0.29,1,0,0,0,11,0,-67,0.15,97.86028878,4.669344079,0,0
CUST_02846,53,Female,14252,Unemployed,137,Mass,20494,44269,2.159990242,0,1,0,0,26,17,1619,575,4321,0.07,3,1,0,0,16,0,20,0.14,103.5160821,6.924744146,0,0
CUST_02847,34,Male,11770,Salaried,222,Mass,12736,7923,0.622046008,0,2,0,0,19,379,1656,432,1036,0.29,3,1,0,0,16,1,-48,0.1,97.75692347,5.273790923,0,1
CUST_02848,52,Male,5749,Salaried,211,Mass,13339,24399,1.829010495,1,4,0,0,27,389,46,467,1872,0.15,2,1,0,0,11,0,46,0.29,107.6834967,6.629177279,0,0
CUST_02849,66,Female,13817,Self-Employed,189,Mass,34707,34742,1.000979601,0,0,0,0,18,22,1739,542,2349,0.09,3,1,0,0,17,0,-33,0.17,106.9843404,7.413568639,0,0
CUST_02850,28,Male,4503,Self-Employed,180,Mass,9901,18865,1.905170673,1,2,0,0,23,242,351,166,4220,0.1,4,1,0,1,13,0,63,0.17,106.6581719,9.071314771,0,0
CUST_02851,38,Male,9855,Unemployed,232,Affluent,31807,30111,0.946648642,0,1,15,0,27,248,1077,136,2905,0.27,3,1,0,0,12,0,35,0.04,103.715692,5.147740788,0,0
