customer_id,age,gender,income,employment_type,tenure_months,segment,credit_limit,balances,utilization_rate,num_late_payments_3m,num_late_payments_12m,max_dpd,last_default_flag,txn_count,avg_ticket,category_spend_grocery,category_spend_fuel,category_spend_travel,intl_spend_pct,num_products,has_credit_card,has_auto_loan,has_mortgage,mobile_app_logins_30d,complaints_6m,nps_score,offer_click_rate,cpi,unemployment_rate,ramadan_flag,eid_flag,churn,default
CUST_01253,23,Male,10734,Salaried,105,Mass,49559,48991,0.9885189669087974,0,2,15,0,12,483,1469,128,4660,0.11,2,0,0,1,21,0,-77,0.02,100.79337049821729,8.13883455791736,0,0,0,0
CUST_01254,25,Female,10883,Salaried,53,Affluent,18237,34938,1.9156705779142449,0,0,0,0,14,392,1934,280,912,0.27,2,1,0,0,18,0,-62,0.27,104.94114315876212,4.601898430566557,0,0,0,0
CUST_01255,40,Female,3025,Self-Employed,28,Mass,1156,45534,39.3552290406223,0,1,15,0,17,457,1729,364,3060,0.13,2,1,0,0,12,0,61,0.16,112.53985745950561,6.885200031763915,0,0,0,0
CUST_01256,64,Female,14197,Self-Employed,154,Mass,18089,12284,0.6790491984521835,0,1,0,0,25,176,415,46,4553,0.19,4,1,0,0,16,0,-52,0.49,102.72962396279864,5.760841792988652,0,0,0,0
CUST_01257,43,Male,5359,Self-Employed,47,HNI,41915,45615,1.0882479244202692,0,1,30,0,24,445,738,563,710,0.33,4,0,0,1,15,0,24,0.38,103.1025861194523,6.681757498050725,0,0,0,1
CUST_01258,63,Female,7257,Self-Employed,136,Mass,5514,45523,8.254397098821396,0,2,0,0,17,70,472,398,2307,0.3,1,1,0,0,18,0,39,0.16,108.90167662886573,9.364708343460272,0,0,0,0
CUST_01259,60,Female,4951,Salaried,57,Mass,27160,6325,0.23287066013769744,0,2,0,0,19,494,85,930,3009,0.16,3,1,0,0,16,0,75,0.55,107.64985200390439,8.054755658135232,0,0,0,0
CUST_01260,29,Female,9389,Salaried,55,Mass,35758,38193,1.0680667803909505,0,3,15,0,22,451,1164,715,1031,0.14,1,0,0,1,16,0,-9,0.24,109.11654873893548,9.492658052740197,0,0,0,0
CUST_01261,43,Female,16666,Self-Employed,79,Mass,1374,2800,2.036363636363636,0,1,15,0,12,290,373,616,1527,0.18,2,1,0,0,19,0,-99,0.21,97.1631195836411,5.572266846997103,0,1,0,0
CUST_01262,30,Female,16952,Salaried,1,Affluent,11799,2303,0.19516949152542373,0,0,0,0,22,311,1706,789,717,0.24,4,1,0,0,11,0,48,0.39,113.3762461469747,4.238815399673451,0,0,0,0
CUST_01263,57,Female,16227,Salaried,168,Affluent,4663,15863,3.4011578044596913,0,1,0,0,20,44,1227,303,2092,0.14,3,1,0,0,19,0,74,0.26,109.83196482120988,6.919078211676499,0,0,0,0
CUST_01264,35,Female,19534,Self-Employed,23,Mass,26509,49364,1.8620897774424745,0,1,0,1,23,197,1802,854,904,0.02,3,1,0,0,18,0,34,0.36,105.96033328346022,4.3501075833076674,0,0,0,1
CUST_01265,42,Female,17624,Self-Employed,228,Affluent,13147,4994,0.37982963188317614,0,0,0,0,9,145,661,703,941,0.3,4,0,0,0,16,0,-55,0.18,104.7486303923842,5.786268549323352,0,0,0,0
CUST_01266,50,Female,3735,Unemployed,182,Mass,36460,1320,0.0362030662900085,0,0,30,0,15,236,481,172,52,0.07,2,1,0,1,23,0,13,0.22,107.12016075948323,9.004721430717652,0,0,0,0
CUST_01267,64,Female,19422,Unemployed,42,Mass,29105,43227,1.4851576994434137,0,2,0,0,29,492,1205,833,1310,0.12,3,1,0,0,19,0,95,0.13,100.64933105669243,6.52301955544975,0,0,0,0
CUST_01268,57,Female,8369,Salaried,208,Mass,5543,43547,7.85479797979798,0,2,0,1,22,70,1972,690,514,0.22,4,0,0,0,17,0,-99,0.51,110.35532633231306,9.727092511996815,0,0,0,1
CUST_01269,60,Female,9127,Unemployed,178,Mass,15124,24479,1.6184462809917355,0,2,0,0,24,118,1494,303,109,0.12,3,1,0,0,9,0,-70,0.37,102.64804477369765,4.802719676850183,1,0,0,0
CUST_01270,29,Male,4912,Salaried,4,Mass,39265,32501,0.8277135435236591,0,1,30,0,20,24,450,300,2329,0.32,3,0,1,0,19,0,-46,0.19,110.88327388138114,7.338743284117552,0,0,0,1
CUST_01271,61,Male,17464,Self-Employed,8,Mass,23117,14534,0.6286876027338005,0,2,0,0,14,230,975,62,2306,0.08,4,1,0,0,12,0,97,0.24,113.3690227985188,5.8160486194142225,0,0,0,0
CUST_01272,53,Female,14606,Salaried,164,HNI,39623,33982,0.8576115485564304,0,0,0,0,20,93,1012,619,1973,0.11,1,1,0,0,13,0,63,0.17,104.95536803879922,5.0820517351987,0,0,0,0
CUST_01273,65,Female,3242,Salaried,10,Mass,26171,41088,1.5699220541036223,0,1,0,0,23,361,1325,964,224,0.23,1,1,1,0,16,1,-24,0.35,111.21916681196575,8.218114001181654,0,0,0,0
CUST_01274,21,Female,17636,Unemployed,116,Mass,35256,28832,0.8177666846300026,0,1,0,0,19,356,240,290,2527,0.15,4,0,0,0,22,0,-25,0.13,103.52023000332153,7.321233290331308,1,0,0,0
CUST_01275,22,Male,12108,Salaried,158,Mass,41749,9248,0.22150898203592814,0,0,0,0,17,116,809,370,2810,0.35,3,1,0,0,21,0,72,0.25,101.65925141890354,4.4353631837982315,0,0,0,0
CUST_01276,54,Male,10098,Self-Employed,100,Mass,32119,28682,0.8929638854296389,0,0,0,0,28,303,1775,760,3603,0.34,1,0,0,0,14,0,47,0.15,110.57259357417647,5.632934217725028,0,0,0,0
CUST_01277,25,Male,5412,Salaried,16,Mass,30557,10746,0.35165913999607307,0,0,0,0,23,190,1474,859,4412,0.08,4,0,0,0,18,0,-70,0.45,102.23997316242861,8.182343747204975,0,0,0,0
CUST_01278,59,Female,13632,Salaried,158,Mass,2088,21947,10.505983724269985,0,1,0,0,14,178,17,512,4610,0.05,4,1,0,0,11,1,-22,0.05,102.2247891918112,6.250535904029727,1,0,0,0
CUST_01279,66,Female,15231,Salaried,64,Mass,26554,26353,0.9923931463001318,0,4,15,1,17,22,1732,400,3951,0.14,4,1,0,0,14,0,51,0.18,96.29020854536448,7.826325405048455,0,0,0,1
CUST_01280,45,Female,17183,Self-Employed,108,Mass,42264,24044,0.5688867857565362,0,0,0,0,24,448,27,636,3047,0.17,1,1,0,0,15,0,-23,0.2,101.1495017320493,9.847301485634265,0,0,0,0
CUST_01281,48,Female,9160,Salaried,202,Affluent,49218,28443,0.5778865885125662,1,1,0,0,16,182,1384,917,4838,0.14,1,1,0,0,15,1,-58,0.51,115.15777835032485,5.157683271007314,0,0,0,0
CUST_01282,26,Male,19597,Salaried,121,HNI,43429,18165,0.4182592677872438,0,1,0,0,25,387,359,1,675,0.09,2,1,1,0,12,0,61,0.27,116.05482764687012,4.474973662965674,0,0,0,0
CUST_01283,68,Female,13123,Self-Employed,139,Mass,13156,49149,3.7355780193053127,0,0,15,0,18,78,760,54,142,0.09,1,0,0,0,16,0,40,0.12,108.13705722322393,7.172634043104221,1,0,0,0
CUST_01284,46,Male,18802,Salaried,162,Mass,909,39101,42.96813186813187,1,1,0,0,15,192,865,192,1569,0.11,1,1,0,0,20,0,83,0.2,112.56226940977822,8.36701196744263,0,0,0,0
CUST_01285,31,Male,6960,Salaried,208,Mass,43085,26000,0.6034442742422133,0,1,0,0,25,424,1197,868,1878,0.06,3,0,0,0,13,1,60,0.23,107.15777138463386,7.932438779884721,0,0,0,0
CUST_01286,57,Female,2788,Unemployed,55,Affluent,37227,46663,1.2534382722681852,0,0,0,1,23,405,1443,924,489,0.3,2,1,1,0,12,0,10,0.26,100.90325850666393,6.545861904697718,0,0,0,1
CUST_01287,58,Male,15350,Salaried,83,Mass,4074,30964,7.598527607361963,0,0,30,0,18,433,935,591,780,0.22,1,0,1,0,16,0,-16,0.03,107.78390132934724,7.105138859043792,0,0,0,1
CUST_01288,39,Male,4446,Salaried,236,Mass,15884,17490,1.101038715769594,0,0,0,0,32,412,1553,174,3425,0.34,2,1,0,0,18,0,33,0.17,106.27867163158834,6.575545716041279,1,0,0,0
CUST_01289,28,Male,18183,Self-Employed,4,Mass,25236,46193,1.830368110314221,0,1,0,0,23,121,1435,343,4978,0.22,4,1,0,0,19,0,-16,0.21,103.58879495559155,7.889710167959174,0,0,0,0
CUST_01290,40,Male,10752,Self-Employed,177,Affluent,40630,15111,0.3719081489503089,0,1,0,0,19,30,2,236,769,0.15,4,1,0,0,18,0,53,0.08,109.95871948796434,5.421473609959457,0,0,0,0
CUST_01291,18,Female,15440,Self-Employed,44,Mass,30908,19789,0.640234235983047,0,0,0,0,21,112,907,952,4094,0.28,4,1,0,1,12,0,-23,0.02,106.20419081781031,4.582096371471774,0,1,0,0
CUST_01292,63,Female,14096,Unemployed,159,Mass,49048,41772,0.8516381577606067,1,0,15,0,24,178,1276,818,1518,0.02,2,1,0,0,14,0,39,0.18,113.77711157570587,9.221606829617304,0,0,0,0
CUST_01293,54,Male,18923,Salaried,48,Mass,39121,3232,0.08261336332498338,0,2,0,0,17,76,354,545,3258,0.12,2,1,1,0,15,0,-19,0.1,106.34719375165267,6.788372863163415,0,0,0,0
CUST_01294,38,Female,8499,Unemployed,99,Mass,12558,20586,1.6391432438888447,0,0,0,0,23,68,142,427,2142,0.16,2,0,0,0,25,0,-85,0.22,102.80254361930419,6.554882137369633,0,0,0,0
CUST_01295,43,Male,16767,Unemployed,98,Affluent,20362,36645,1.799587487108972,0,2,0,1,23,242,1565,366,984,0.03,4,1,1,0,18,0,16,0.22,111.88159413827695,5.621013674379694,0,0,0,1
CUST_01296,63,Female,13337,Self-Employed,26,Affluent,43446,7614,0.17524800331438303,0,1,60,0,24,83,1586,70,2755,0.27,1,1,1,0,17,0,-56,0.33,115.44051688079965,7.616243947394305,0,0,0,0
CUST_01297,53,Female,17819,Salaried,103,Affluent,18762,40075,2.1358524756169057,2,2,30,0,25,359,545,754,3609,0.25,3,1,0,0,18,0,51,0.09,109.29737271282912,3.350301157978328,0,0,0,1
CUST_01298,40,Female,17784,Self-Employed,198,Mass,28502,35650,1.2507455355576607,0,4,0,0,16,16,1769,626,2033,0.12,2,0,0,0,21,0,-23,0.27,109.13156995003784,5.437145559571439,0,0,0,0
CUST_01299,18,Female,7311,Salaried,97,Mass,12009,359,0.029891756869275605,0,1,0,0,17,170,620,913,599,0.17,1,0,0,0,9,0,-3,0.1,112.52003933167211,6.557085960588282,0,0,0,0
CUST_01300,68,Female,13452,Self-Employed,239,Mass,39499,23452,0.5937215189873418,0,0,0,0,16,389,911,714,1323,0.05,3,1,0,0,15,0,97,0.17,97.5475355380279,7.847527027527062,0,0,0,0
CUST_01301,57,Male,16574,Salaried,219,Mass,21418,22341,1.0430458938325786,0,0,0,1,16,346,930,150,1095,0.14,2,1,0,0,23,0,54,0.3,104.45462912978495,7.245860909292196,0,0,0,1
CUST_01302,32,Female,17952,Self-Employed,12,Affluent,24307,32866,1.3520651637321046,0,0,0,0,17,15,1817,555,4590,0.25,3,1,0,0,18,0,-47,0.26,102.88027123096899,5.681281030816521,0,0,0,0
CUST_01303,38,Male,4500,Self-Employed,45,Mass,49285,7334,0.14880493446414803,0,1,0,0,24,267,195,588,624,0.07,3,1,0,0,20,0,-94,0.39,111.2909261669713,5.534144133663076,0,0,0,0
CUST_01304,64,Male,16718,Salaried,136,Mass,13818,11934,0.863593603010348,0,0,0,0,22,254,1080,589,2750,0.12,4,0,0,0,23,0,50,0.29,103.4564231629972,6.288769375225435,0,0,0,0
CUST_01305,26,Female,4829,Self-Employed,9,HNI,17383,14256,0.8200644270593649,0,0,0,0,19,144,66,145,1815,0.34,1,1,1,0,11,0,-84,0.16,100.94090439517032,3.4612939150603292,0,0,0,0
CUST_01306,26,Male,2047,Salaried,1,HNI,37709,9003,0.23874303898170246,0,2,0,0,21,110,28,513,4296,0.17,3,0,0,0,12,0,56,0.16,101.44438938859724,5.109185412538968,0,0,0,0
CUST_01307,27,Female,4364,Self-Employed,133,Mass,24255,30509,1.2577918865435356,0,1,0,0,17,436,1470,812,4314,0.11,3,0,0,1,13,0,-76,0.26,105.25116235299,5.25354724072629,1,0,0,0
CUST_01308,69,Male,14864,Salaried,71,Mass,47331,42880,0.9059410124228852,0,1,0,0,17,22,1835,111,1947,0.19,3,1,0,0,15,0,93,0.22,109.83148129866264,9.467097734973933,0,0,0,0
CUST_01309,43,Male,10177,Self-Employed,210,Mass,39316,47993,1.220667904468805,0,1,0,0,21,281,1570,385,933,0.31,4,0,0,1,17,0,95,0.27,99.04405202878402,6.945178442407945,0,0,0,0
CUST_01310,58,Female,15347,Salaried,54,Affluent,12957,48683,3.7569841024849513,0,0,0,0,20,374,1816,707,4098,0.28,2,0,1,0,21,0,-87,0.28,102.36252439966104,6.525897711890462,0,0,0,0
CUST_01311,52,Female,9931,Salaried,104,Mass,37482,18259,0.4871274977990022,1,1,0,0,17,410,1809,976,3046,0.11,4,0,0,0,10,0,-72,0.25,109.86243077013319,8.283162292540787,0,0,0,0
CUST_01312,69,Female,14841,Salaried,152,HNI,9449,29270,3.0973544973544973,0,0,0,0,13,17,1334,461,114,0.22,3,1,0,0,12,0,-76,0.12,104.48387663155451,5.2354742201550275,0,0,0,0
CUST_01313,42,Female,13844,Self-Employed,154,Mass,16499,31827,1.928909090909091,0,1,0,1,28,492,1524,661,1064,0.32,2,0,0,1,18,2,78,0.07,107.00307063660524,8.94116711962498,0,0,0,1
CUST_01314,43,Male,10594,Self-Employed,10,Mass,43570,48735,1.118519198549494,1,0,0,0,20,68,56,79,2181,0.09,1,1,0,0,11,0,-83,0.05,101.6859946402085,3.315369935279106,0,0,0,0
CUST_01315,28,Female,15418,Salaried,189,Mass,24168,9432,0.3902519756713145,0,2,0,0,20,250,1743,702,936,0.17,4,1,0,0,22,0,94,0.15,105.60451396668526,7.546972819564256,0,0,0,0
CUST_01316,55,Male,4086,Salaried,40,Mass,33376,27374,0.8201456092518801,0,1,0,0,19,357,473,328,4596,0.04,1,1,0,0,11,0,99,0.08,107.96694213674346,8.199023751478126,0,0,0,0
CUST_01317,19,Male,12419,Salaried,44,Affluent,1245,47284,37.94863563402889,0,1,0,0,22,21,776,78,3713,0.41,4,1,1,0,11,0,91,0.17,107.68048652994571,7.954580939301815,1,0,0,0
CUST_01318,24,Male,13602,Unemployed,112,Mass,25039,11262,0.4497603833865815,0,2,0,0,26,352,47,352,3566,0.33,3,1,0,0,23,0,14,0.24,109.12895948308551,5.108782008619806,0,0,0,0
CUST_01319,35,Male,13182,Self-Employed,12,Mass,7360,5536,0.7520717293845944,1,0,30,0,18,413,957,770,1667,0.35,2,0,0,0,13,0,32,0.09,110.87353058002203,4.422988329711872,0,0,0,0
CUST_01320,44,Male,14835,Salaried,22,Mass,29588,49836,1.6842745614924466,1,0,0,0,20,119,594,899,4380,0.14,4,0,0,0,17,0,-75,0.13,104.19591224017267,7.557179965072146,0,0,0,0
CUST_01321,51,Male,19533,Salaried,155,Affluent,7535,14429,1.914676220806794,0,2,0,0,15,330,57,930,3343,0.17,2,1,0,0,11,0,57,0.2,101.70765345149765,4.848909951000754,0,0,0,0
CUST_01322,44,Female,18446,Salaried,195,Mass,25785,898,0.034825098890871015,1,2,15,0,20,14,1961,480,3818,0.08,2,0,0,1,10,0,-59,0.09,97.44520518915328,5.285772421085177,0,0,0,0
CUST_01323,34,Male,5153,Self-Employed,82,Affluent,45047,42647,0.9467012963949565,0,0,15,0,21,339,1963,169,1599,0.1,2,1,0,0,14,0,-89,0.09,105.82311377590037,6.421623728356021,0,0,0,0
CUST_01324,60,Male,11200,Salaried,197,Mass,41054,21451,0.5224942150773353,1,0,0,0,19,192,1864,777,4690,0.1,4,0,1,0,14,0,-4,0.22,106.26349340536144,9.97389278812994,0,0,0,0
CUST_01325,61,Male,12223,Self-Employed,142,Mass,17621,39582,2.2461695607763024,0,2,0,0,15,253,1870,571,2822,0.08,1,1,1,0,13,1,84,0.53,106.27463456891005,7.729210641641314,0,0,0,0
CUST_01326,68,Female,12273,Salaried,153,Mass,38800,38214,0.9848715239297956,0,3,0,0,20,230,548,881,3037,0.27,3,0,0,0,16,1,-60,0.08,104.71672290294656,4.139965383883045,0,0,0,0
CUST_01327,41,Female,2751,Salaried,52,Mass,44011,1831,0.04160229028446787,0,1,0,1,14,253,129,138,1902,0.2,1,0,0,0,17,0,30,0.15,101.07100309633863,7.525248613847714,0,0,0,0
CUST_01328,42,Male,10849,Salaried,223,Mass,49160,5584,0.11358597262057323,0,3,15,0,16,185,633,974,2754,0.05,1,1,0,0,12,0,-59,0.03,102.33627345810618,7.6040160109258155,0,0,0,0
CUST_01329,24,Female,19084,Self-Employed,213,HNI,19085,2481,0.12999056900345804,0,2,0,0,18,120,1950,803,2331,0.33,2,0,0,0,15,0,17,0.25,101.61092678020951,7.6274728250379535,0,0,0,0
CUST_01330,69,Male,18220,Unemployed,112,Mass,39635,12617,0.3183217277222727,0,2,15,0,26,155,336,110,4127,0.17,3,1,0,1,8,0,-52,0.34,102.16410699386174,5.649469070329389,0,0,0,0
CUST_01331,23,Female,12348,Salaried,118,Mass,29769,27150,0.9119919381928115,1,0,0,0,19,48,1339,17,2355,0.19,3,0,0,0,19,0,99,0.22,112.32888517280736,8.981631566395986,0,0,0,0
CUST_01332,41,Male,19924,Salaried,59,Mass,30748,6164,0.2004618036358906,0,1,0,0,19,337,266,17,572,0.1,4,1,0,0,15,0,67,0.2,101.53421170541803,3.8539406867933153,0,0,0,0
CUST_01333,50,Female,8167,Salaried,38,Mass,48449,20795,0.42920536635706913,0,1,0,0,25,144,260,155,4791,0.07,1,1,0,0,17,0,-37,0.27,104.95247432507817,7.292314793261025,0,0,0,0
CUST_01334,66,Female,8364,Self-Employed,20,Affluent,18325,27868,1.5206809996725963,0,3,15,0,20,264,614,264,603,0.09,3,0,1,1,11,0,23,0.22,104.05498082420118,5.700648498910747,0,0,0,0
CUST_01335,46,Female,3983,Self-Employed,78,Affluent,30680,33385,1.0881327205762523,1,0,0,0,18,414,937,414,2795,0.11,4,1,0,0,14,0,-1,0.26,106.09103029524856,6.620164475634388,0,0,0,0
CUST_01336,60,Male,16629,Salaried,20,Mass,33951,45800,1.3489632422243167,1,0,0,0,28,133,1783,241,2813,0.14,3,1,0,0,14,0,61,0.43,101.30060060471294,6.685972311883226,0,0,0,0
CUST_01337,39,Male,18288,Salaried,184,Mass,18804,8340,0.44349906939643713,0,2,15,0,15,10,1745,848,3619,0.03,1,1,0,0,22,0,-13,0.18,99.91018028474208,8.268795313753575,0,0,0,0
CUST_01338,43,Male,13273,Self-Employed,101,Mass,30867,5302,0.17176363871970973,0,1,15,0,18,23,115,596,4804,0.14,4,1,0,0,10,0,-52,0.13,108.9592097911142,7.053810292027066,0,0,0,0
CUST_01339,45,Female,9648,Self-Employed,110,Mass,5670,7886,1.3905836713101745,0,1,15,0,17,189,692,305,3818,0.06,4,1,1,0,11,0,-64,0.21,100.2278693405304,3.6548482127597266,0,0,0,0
CUST_01340,67,Female,9894,Salaried,30,Mass,28427,7789,0.2739904319684818,0,1,0,0,20,468,1144,80,228,0.34,2,1,0,0,17,0,-98,0.09,98.9295925822275,5.244420562416476,0,0,0,0
CUST_01341,38,Male,15305,Self-Employed,107,Affluent,15816,31798,2.0103685907567805,0,2,0,0,20,298,161,193,1534,0.2,2,0,0,0,22,0,-15,0.05,100.36651649690421,6.148188316185848,0,1,0,0
CUST_01342,66,Female,14925,Self-Employed,41,Mass,31551,16496,0.5228194726166329,0,0,0,0,23,280,1104,754,2178,0.13,2,1,0,0,8,0,-52,0.06,102.74937814680324,3.232039594460671,0,0,0,0
CUST_01343,24,Male,12327,Salaried,84,Mass,6215,5332,0.8577863577863578,0,0,15,0,21,315,931,880,1631,0.19,4,0,1,0,15,0,-63,0.39,101.58356248923812,4.100195007022199,0,0,0,0
CUST_01344,34,Male,13411,Salaried,71,Mass,16152,9261,0.5733300315730824,0,0,0,0,19,22,246,10,409,0.32,2,0,0,0,19,0,-73,0.37,105.83055793236383,8.625543956546306,0,0,0,0
CUST_01345,37,Male,8900,Salaried,63,Mass,32513,10685,0.32862766808144184,0,3,0,0,16,91,695,22,2237,0.03,3,1,0,0,23,0,-53,0.34,99.25260256912509,9.362994458359923,0,0,0,0
CUST_01346,58,Male,18137,Self-Employed,197,Mass,37252,42053,1.1288486833275173,2,1,0,0,20,298,377,851,4769,0.04,3,0,0,0,18,0,98,0.03,101.64196767580155,3.892508185375591,0,0,0,0
CUST_01347,66,Female,5800,Self-Employed,95,Mass,36683,18613,0.5073874168574856,0,2,15,0,15,331,530,367,2810,0.22,3,0,0,0,16,0,99,0.15,111.94027157337054,4.447477021947106,0,0,0,0
CUST_01348,37,Female,4478,Unemployed,29,Affluent,39377,12163,0.3088780537355884,0,1,30,0,19,446,422,739,3175,0.07,2,0,0,0,10,0,-99,0.13,112.15225143779475,3.0684156476509794,0,0,0,0
CUST_01349,39,Female,11967,Salaried,207,Mass,33538,21676,0.6462923760398342,0,1,0,0,23,394,1329,210,4609,0.05,1,1,0,0,15,0,-56,0.3,92.96188458273727,6.929865244707747,1,0,0,0
CUST_01350,45,Male,12158,Self-Employed,217,Mass,40100,41940,1.0458592055060971,0,1,0,0,20,53,1255,843,4859,0.16,3,0,0,0,11,0,59,0.29,109.48803168230639,8.692320259873167,0,0,0,0
CUST_01351,57,Female,9054,Salaried,77,Affluent,26965,24055,0.892049247200178,0,0,0,0,18,111,1125,515,4480,0.13,2,1,0,0,12,1,-54,0.19,109.38014789365246,8.678673850573528,0,0,0,0
CUST_01352,66,Male,8059,Salaried,172,Affluent,29800,18741,0.6288715143787121,0,4,0,0,26,363,901,121,1257,0.15,4,1,0,0,16,0,-42,0.26,109.67289023080265,9.649778680881301,0,0,0,0
CUST_01353,24,Male,11959,Self-Employed,216,Mass,22139,39860,1.8003613369467029,0,1,0,1,20,226,1722,978,70,0.04,4,1,0,1,13,0,-16,0.21,104.7609580285149,6.4146201015253945,0,0,0,1
CUST_01354,18,Male,14007,Unemployed,79,Mass,30173,38827,1.2867700669450521,0,0,0,0,20,351,1687,981,1720,0.36,2,1,1,0,19,0,-11,0.16,101.27251066387183,5.098057777598505,0,0,0,0
CUST_01355,49,Male,10433,Salaried,216,Affluent,23286,6751,0.28990423841628377,0,4,0,0,19,202,824,143,2552,0.06,4,1,1,0,19,0,40,0.15,103.42424627451103,3.9339614827045355,0,0,0,0
CUST_01356,30,Male,8209,Unemployed,218,Mass,9971,38007,3.8113718411552346,1,0,0,0,25,213,1895,124,737,0.16,3,1,0,0,16,1,-49,0.05,109.93252747533413,5.799961768130613,1,0,0,0
CUST_01357,47,Male,9115,Salaried,83,Mass,39742,36861,0.9274840852477165,0,1,0,0,20,328,998,267,4506,0.19,1,0,0,0,13,0,64,0.19,108.08206185225023,4.6932992121093955,0,0,0,0
CUST_01358,40,Female,15068,Salaried,57,Mass,4494,27171,6.044716351501669,0,0,0,0,21,153,952,98,3964,0.21,3,0,0,0,15,0,-1,0.12,105.96428486794909,5.7614233388997595,0,0,0,0
CUST_01359,68,Female,5368,Salaried,152,HNI,12156,37253,3.0643250802007076,0,1,15,0,34,156,498,427,3341,0.19,2,0,1,0,11,0,-87,0.07,100.68188978974317,4.820224645734428,0,1,0,0
CUST_01360,36,Female,18128,Self-Employed,147,Mass,19714,19365,0.982247020035506,0,2,0,0,22,43,1504,810,4119,0.17,2,1,0,1,17,0,-90,0.21,100.1361637068931,7.722516188431509,0,0,0,0
CUST_01361,49,Female,4827,Salaried,234,Mass,18451,24405,1.3226208541079558,0,1,0,0,19,214,828,807,885,0.25,4,1,0,0,18,1,23,0.4,103.2244549582313,5.470882555979607,0,0,0,0
CUST_01362,47,Male,17990,Salaried,17,Mass,27113,45344,1.672346389319171,0,0,15,0,19,176,269,850,2502,0.2,3,1,0,0,11,0,-61,0.08,99.50601239919068,5.4527655670514,0,0,0,0
CUST_01363,46,Male,4487,Salaried,112,Affluent,6910,21450,3.103747648676024,0,0,15,0,20,453,1021,429,1540,0.15,3,0,0,0,6,0,45,0.21,102.5590651963213,3.587346841329994,0,0,0,0
CUST_01364,66,Female,15347,Self-Employed,197,Mass,39286,12854,0.3271820194975437,0,0,30,0,23,24,1641,97,1162,0.14,4,0,0,0,15,0,69,0.36,106.17040856739456,5.784740726930922,0,1,0,0
CUST_01365,62,Female,18277,Salaried,189,Affluent,42253,27158,0.6427320490367776,0,2,0,0,20,317,1347,552,4591,0.22,3,1,0,0,14,0,-63,0.51,100.51623346671452,9.527399598078373,0,0,0,0
CUST_01366,46,Female,3643,Salaried,132,Mass,42490,3964,0.09329034383751854,1,2,15,0,21,444,1652,766,3011,0.23,4,1,0,0,13,0,-78,0.16,102.39107908514806,4.382563404178807,1,0,0,0
CUST_01367,47,Female,19596,Self-Employed,150,Mass,34127,20468,0.5997421472105017,1,1,0,0,15,311,724,383,193,0.07,2,1,0,0,23,0,-81,0.35,109.38920001663612,8.686585496391759,0,1,0,0
CUST_01368,33,Female,2019,Self-Employed,202,Affluent,45994,4860,0.10566365909337971,0,1,0,0,26,101,909,177,1900,0.16,1,1,0,0,20,0,-41,0.11,105.56596303547023,9.640787818853749,1,0,0,0
CUST_01369,57,Female,2675,Salaried,213,Mass,25626,21035,0.8208139852499318,0,0,0,0,26,123,507,864,1141,0.44,2,0,0,0,9,0,-45,0.02,104.64134711540261,7.376784478045432,0,0,0,0
CUST_01370,36,Female,18992,Salaried,217,Affluent,6647,1123,0.16892298435619735,0,1,0,0,21,334,1232,262,2416,0.21,3,1,0,0,11,0,37,0.06,102.0741270652583,4.247071635996485,0,0,0,0
CUST_01371,35,Female,18445,Self-Employed,6,Affluent,43025,42011,0.9764096127922651,1,2,0,0,17,45,1072,991,4263,0.2,2,0,1,0,18,0,78,0.11,112.44083130535475,6.761429063597973,0,0,0,0
CUST_01372,18,Male,11457,Salaried,158,Affluent,1177,49967,42.416808149405774,0,4,0,0,16,360,1699,247,1831,0.24,1,0,0,0,10,0,-30,0.34,107.00877465936962,5.112327462139289,0,0,0,0
CUST_01373,31,Male,3154,Self-Employed,93,Affluent,9153,14650,1.6003932707013329,0,1,0,0,18,191,1013,998,1428,0.44,2,1,0,0,15,0,-48,0.05,114.8935623437242,7.531498744360086,0,0,0,0
CUST_01374,68,Male,11820,Salaried,75,Affluent,47127,2858,0.060643354269224244,0,1,0,0,25,23,1484,42,4509,0.26,1,1,0,0,5,0,-61,0.39,102.48839126372977,4.017670538833208,0,0,0,0
CUST_01375,64,Male,11818,Salaried,139,Mass,48978,49834,1.0174564609322363,0,1,0,1,20,98,1541,449,3912,0.18,2,1,0,1,8,0,30,0.31,105.78821502629872,8.509391829610554,0,0,0,1
CUST_01376,67,Female,5716,Salaried,48,Mass,42982,31372,0.7298699485843241,1,0,0,0,27,242,1268,17,1862,0.12,1,1,0,0,8,0,-33,0.29,109.77911851602462,6.709883409408955,0,0,0,0
CUST_01377,19,Male,7242,Unemployed,46,Mass,1734,3655,2.106628242074928,1,1,0,0,19,13,750,909,3567,0.19,4,0,0,1,19,0,-87,0.01,106.66489131481752,7.084447871300306,0,0,0,0
CUST_01378,45,Female,7022,Unemployed,155,Mass,9828,27178,2.765082917896022,0,0,0,0,25,47,225,259,412,0.01,1,1,1,0,12,0,-30,0.1,106.52377789756395,4.153143033896319,0,0,0,0
CUST_01379,66,Male,19826,Unemployed,147,Affluent,12904,29935,2.3196435490120106,0,0,0,0,19,486,1167,529,4343,0.05,4,1,0,0,21,0,65,0.22,107.38806286538271,3.8266147189868285,0,0,0,0
